species,lat,lon,country,eventDate,basisOfRecord,presence
Apis mellifera,-1.336986,36.775807,Kenya,2022-09-25T19:09:28,HUMAN_OBSERVATION,1
Apis mellifera,-1.207385,36.851843,Kenya,2022-09-29T12:05,HUMAN_OBSERVATION,1
Apis mellifera,-0.764733,36.399484,Kenya,2022-09-30T16:32:35,HUMAN_OBSERVATION,1
Apis mellifera,-1.242228,36.817882,Kenya,2022-10-02T09:31,HUMAN_OBSERVATION,1
Apis mellifera,-1.267139,36.821154,Kenya,2022-10-16T10:28,HUMAN_OBSERVATION,1
Apis mellifera,-1.333453,36.750678,Kenya,2022-10-04T13:55,HUMAN_OBSERVATION,1
Apis mellifera,-1.443195,37.051517,Kenya,2022-10-28T11:54:14,HUMAN_OBSERVATION,1
Apis mellifera,-1.44318,37.051418,Kenya,2022-10-28T11:53:15,HUMAN_OBSERVATION,1
Apis mellifera,-1.394235,36.848461,Kenya,2022-10-30T13:01:18,HUMAN_OBSERVATION,1
Apis mellifera,-1.543385,36.889595,Kenya,2022-10-30T13:01:28,HUMAN_OBSERVATION,1
Apis mellifera,-0.38049,37.455421,Kenya,2022-11-17T14:04:46,HUMAN_OBSERVATION,1
Apis mellifera,-1.336112,36.713397,Kenya,2022-12-31T11:25:29,HUMAN_OBSERVATION,1
Apis mellifera,-1.062601,35.219211,Kenya,2022-12-22T11:11:52,HUMAN_OBSERVATION,1
Apis mellifera,-1.259133,36.795846,Kenya,2022-12-19T05:29,HUMAN_OBSERVATION,1
Apis mellifera,-1.07928,35.233995,Kenya,2022-12-22T12:44:58,HUMAN_OBSERVATION,1
Apis mellifera,0.494128,35.717762,Kenya,2022-12-17T09:34,HUMAN_OBSERVATION,1
Apis mellifera,0.365398,35.389782,Kenya,2022-12-29T16:13,HUMAN_OBSERVATION,1
Apis mellifera,-1.376671,36.838979,Kenya,2022-12-03T10:57,HUMAN_OBSERVATION,1
Apis mellifera,-0.165388,34.96751,Kenya,2022-12-27,HUMAN_OBSERVATION,1
Apis mellifera,-0.165274,34.967544,Kenya,2022-12-25,HUMAN_OBSERVATION,1
Apis mellifera,-0.165063,34.967258,Kenya,2022-12-26,HUMAN_OBSERVATION,1
Apis mellifera,-0.165047,34.967267,Kenya,2022-12-30,HUMAN_OBSERVATION,1
Apis mellifera,-1.22155,36.897169,Kenya,2021-01-26T20:59Z,HUMAN_OBSERVATION,1
Apis mellifera,-1.273055,36.8481,Kenya,2021-03-20T16:07:19,HUMAN_OBSERVATION,1
Apis mellifera,-0.943736,36.595796,Kenya,2021-03-19T11:43:34,HUMAN_OBSERVATION,1
Apis mellifera,-1.021745,34.525302,Kenya,2021-04-20T15:05:09,HUMAN_OBSERVATION,1
Apis mellifera,-1.307571,36.811935,Kenya,2021-04-02T08:35:46,HUMAN_OBSERVATION,1
Apis mellifera,-1.307571,36.811935,Kenya,2021-04-02T08:35:43,HUMAN_OBSERVATION,1
Apis mellifera,-2.383734,37.356769,Kenya,2021-06-21T00:21,HUMAN_OBSERVATION,1
Apis mellifera,-1.243592,36.819408,Kenya,2021-06-25T12:17:33,HUMAN_OBSERVATION,1
Apis mellifera,-1.359174,36.711578,Kenya,2021-07-21T06:53,HUMAN_OBSERVATION,1
Apis mellifera,0.226547,34.884117,Kenya,2021-08-14T13:29:40,HUMAN_OBSERVATION,1
Apis mellifera,-3.238445,40.126525,Kenya,2021-08-10T08:34:55,HUMAN_OBSERVATION,1
Apis mellifera,-0.34088323040116375,35.70525430525959,KE,,pseudoAbsence,0
Apis mellifera,2.271011789364394,39.13696955021246,KE,,pseudoAbsence,0
Apis mellifera,3.8643214104050516,40.42399412014995,KE,,pseudoAbsence,0
Apis mellifera,-1.5325788169027437,38.756501455064736,KE,,pseudoAbsence,0
Apis mellifera,-1.480128524702038,40.85816085085511,KE,,pseudoAbsence,0
Apis mellifera,-2.303507455633416,39.74324350259322,KE,,pseudoAbsence,0
Apis mellifera,-0.49078496521158677,34.85514618247511,KE,,pseudoAbsence,0
Apis mellifera,2.4736396457000316,36.63547226914004,KE,,pseudoAbsence,0
Apis mellifera,1.6738519094849744,37.690416557126305,KE,,pseudoAbsence,0
Apis mellifera,2.0346672732426336,38.30831720484221,KE,,pseudoAbsence,0
Apis mellifera,3.4645519266527005,36.32034009530075,KE,,pseudoAbsence,0
Apis mellifera,0.11923880677920096,40.751218024738435,KE,,pseudoAbsence,0
Apis mellifera,2.1365491994163985,38.197648821694365,KE,,pseudoAbsence,0
Apis mellifera,0.27583361159115416,36.17881769576625,KE,,pseudoAbsence,0
Apis mellifera,1.7180267784715184,38.629488153426124,KE,,pseudoAbsence,0
Apis mellifera,0.657065163707232,39.23597654413179,KE,,pseudoAbsence,0
Apis mellifera,-0.16368367869624922,36.87185986023503,KE,,pseudoAbsence,0
Apis mellifera,-4.174022527580165,39.463750246806335,KE,,pseudoAbsence,0
Apis mellifera,1.548972028170736,38.58803297178631,KE,,pseudoAbsence,0
Apis mellifera,-0.4651517086522414,35.5499267718431,KE,,pseudoAbsence,0
Apis mellifera,2.62814942720214,38.434148103218526,KE,,pseudoAbsence,0
Apis mellifera,0.3670077645301939,40.8187718657923,KE,,pseudoAbsence,0
Apis mellifera,2.7799787131267166,40.263849068133695,KE,,pseudoAbsence,0
Apis mellifera,2.1754900787719453,37.96608060115189,KE,,pseudoAbsence,0
Apis mellifera,-1.9318899890753154,37.53937587379601,KE,,pseudoAbsence,0
Apis mellifera,-1.203298359724693,39.5103731114624,KE,,pseudoAbsence,0
Apis mellifera,-0.008229717805395609,35.88625151515792,KE,,pseudoAbsence,0
Apis mellifera,-2.44419678319012,36.83226301722463,KE,,pseudoAbsence,0
Apis mellifera,2.139439701858035,40.114625011247874,KE,,pseudoAbsence,0
Apis mellifera,-1.8486314905615826,36.72876657892419,KE,,pseudoAbsence,0
Apis mellifera,-0.2781014907231327,40.462157455607965,KE,,pseudoAbsence,0
Apis mellifera,0.07793837208654608,34.789452833277636,KE,,pseudoAbsence,0
Apis mellifera,4.48894876151597,34.76082529725199,KE,,pseudoAbsence,0
Apis mellifera,-0.10714538961174824,36.94400467382426,KE,,pseudoAbsence,0
Apis mellifera,3.4762030130970656,34.953141929398605,KE,,pseudoAbsence,0
Apis mellifera,3.1142245024048005,35.072562507241855,KE,,pseudoAbsence,0
Apis mellifera,-0.9359771790595501,36.35885747226152,KE,,pseudoAbsence,0
Apis mellifera,-0.9211213795454172,36.13744892909048,KE,,pseudoAbsence,0
Apis mellifera,-2.5227208356365143,38.420085462108304,KE,,pseudoAbsence,0
Apis mellifera,-2.4653579042635654,40.645712724831284,KE,,pseudoAbsence,0
Apis mellifera,-0.05189981840694369,38.05854890734565,KE,,pseudoAbsence,0
Apis mellifera,2.9959502082473186,38.033637970088165,KE,,pseudoAbsence,0
Apis mellifera,3.510845734187085,34.65653277260748,KE,,pseudoAbsence,0
Apis mellifera,-0.5750788048950479,39.310982045572906,KE,,pseudoAbsence,0
Apis mellifera,0.6041912740331847,37.18138555304474,KE,,pseudoAbsence,0
Apis mellifera,4.294034476608911,36.517530118706,KE,,pseudoAbsence,0
Apis mellifera,-4.389569777252503,38.98839131289811,KE,,pseudoAbsence,0
Apis mellifera,3.1513684058849645,39.19982837320126,KE,,pseudoAbsence,0
Apis mellifera,2.393842637637511,37.17475600359707,KE,,pseudoAbsence,0
Apis mellifera,5.1081720268891155,35.01530794841914,KE,,pseudoAbsence,0
Apis mellifera,-1.1937542635689549,39.205168073041094,KE,,pseudoAbsence,0
Apis mellifera,3.387009161327806,36.69131597967981,KE,,pseudoAbsence,0
Apis mellifera,0.18699041828596208,40.090997193532644,KE,,pseudoAbsence,0
Apis mellifera,-0.6067789915105051,34.583332784927194,KE,,pseudoAbsence,0
Apis mellifera,0.09695030646534697,34.9519290632769,KE,,pseudoAbsence,0
Apis mellifera,1.1630328527697404,37.235203088355576,KE,,pseudoAbsence,0
Apis mellifera,-0.3840875195761422,38.42642527693009,KE,,pseudoAbsence,0
Apis mellifera,0.44886387087179624,38.932688135228965,KE,,pseudoAbsence,0
Apis mellifera,-3.9588727828522368,38.38331659315319,KE,,pseudoAbsence,0
Apis mellifera,2.304720694088666,38.365597475007974,KE,,pseudoAbsence,0
Apis mellifera,1.8813420705447435,40.24646156835443,KE,,pseudoAbsence,0
Apis mellifera,-2.152782224083486,36.20120086508549,KE,,pseudoAbsence,0
Apis mellifera,-0.06150223794584786,35.60524253566217,KE,,pseudoAbsence,0
Apis mellifera,2.229812778399654,36.604141225750986,KE,,pseudoAbsence,0
Apis mellifera,3.8919098822662876,40.706486414451085,KE,,pseudoAbsence,0
Apis mellifera,3.4611755850318717,36.31598225689551,KE,,pseudoAbsence,0
Apis mellifera,2.157984943215479,35.425807699259956,KE,,pseudoAbsence,0
Apis mellifera,1.4674232967392307,38.45557917696908,KE,,pseudoAbsence,0
Apis mellifera,4.1934280007594635,36.236572889916204,KE,,pseudoAbsence,0
Apis mellifera,-1.1400844041242277,40.65866607749468,KE,,pseudoAbsence,0
Apis mellifera,-2.6177090755837957,37.69067877479862,KE,,pseudoAbsence,0
Apis mellifera,3.650081305981078,36.12143508261751,KE,,pseudoAbsence,0
Apis mellifera,2.0401347786297155,38.70992244151404,KE,,pseudoAbsence,0
Apis mellifera,-1.5446356244529795,40.556489646297244,KE,,pseudoAbsence,0
Apis mellifera,0.8448909541379255,39.604239183203376,KE,,pseudoAbsence,0
Apis mellifera,-1.0880268693084147,37.44392723946921,KE,,pseudoAbsence,0
Apis mellifera,0.23757343056805702,39.05895375841057,KE,,pseudoAbsence,0
Apis mellifera,1.424720251716912,34.930958257169365,KE,,pseudoAbsence,0
Apis mellifera,3.7173694093414946,40.82778228191687,KE,,pseudoAbsence,0
Apis mellifera,1.6516267044416706,38.523873335264234,KE,,pseudoAbsence,0
Apis mellifera,-0.08978183849132382,39.92115194471637,KE,,pseudoAbsence,0
Apis mellifera,2.0569027959776287,40.61161554183731,KE,,pseudoAbsence,0
Apis mellifera,-1.0989864713983484,40.7218997125952,KE,,pseudoAbsence,0
Apis mellifera,0.26379791673886377,39.65718012695864,KE,,pseudoAbsence,0
Apis mellifera,0.04258695744930918,38.53863731211918,KE,,pseudoAbsence,0
Apis mellifera,-3.764150598417679,39.44152209312707,KE,,pseudoAbsence,0
Apis mellifera,-0.344861787653822,35.14841714280407,KE,,pseudoAbsence,0
Apis mellifera,-1.570325709298714,39.102105825016466,KE,,pseudoAbsence,0
Apis mellifera,-3.043244600392315,39.0840342275613,KE,,pseudoAbsence,0
Apis mellifera,0.461351979213104,35.58419795591028,KE,,pseudoAbsence,0
Apis mellifera,-0.2889761014667256,36.44598877413779,KE,,pseudoAbsence,0
Apis mellifera,0.9033739683803343,39.46693708352598,KE,,pseudoAbsence,0
Apis mellifera,3.2402830494594594,38.339771098592415,KE,,pseudoAbsence,0
Apis mellifera,-0.8552440973970739,34.97989171823308,KE,,pseudoAbsence,0
Apis mellifera,-1.3192247645130508,38.43593468258261,KE,,pseudoAbsence,0
Apis mellifera,4.083892905837744,37.338026739849035,KE,,pseudoAbsence,0
Apis mellifera,-1.3256346291074954,36.07417940206896,KE,,pseudoAbsence,0
Apis mellifera,2.603973405134723,36.49982714604662,KE,,pseudoAbsence,0
Apis mellifera,0.7648131241964347,36.01522946489009,KE,,pseudoAbsence,0
Apis mellifera,-4.523957988667042,39.386045807183756,KE,,pseudoAbsence,0
Apis mellifera,-2.099134386537865,40.358372867129326,KE,,pseudoAbsence,0
Apis mellifera,0.29302551459462034,37.587098627784336,KE,,pseudoAbsence,0
Apis mellifera,-1.0834641680388564,36.90958968839193,KE,,pseudoAbsence,0
Apis mellifera,0.9144162504065303,40.31809044181374,KE,,pseudoAbsence,0
Apis mellifera,3.201103738745819,39.41283249976711,KE,,pseudoAbsence,0
Apis mellifera,4.207799410435421,35.07368168311151,KE,,pseudoAbsence,0
Apis mellifera,0.5878144743644329,34.58233245302277,KE,,pseudoAbsence,0
Apis mellifera,-3.4423145481911748,38.368393018626406,KE,,pseudoAbsence,0
Apis mellifera,-0.5765203564402492,37.3627443823165,KE,,pseudoAbsence,0
Apis mellifera,-0.3965000928610305,38.49068984467377,KE,,pseudoAbsence,0
Apis mellifera,-0.9961978538088245,40.418209999133914,KE,,pseudoAbsence,0
Apis mellifera,2.3849567479596177,37.42846214635943,KE,,pseudoAbsence,0
Apis mellifera,4.711838749621914,35.17461956984915,KE,,pseudoAbsence,0
Apis mellifera,-2.271871003503784,37.71158543302384,KE,,pseudoAbsence,0
Apis mellifera,-1.4145137706151876,41.26619391939259,KE,,pseudoAbsence,0
Apis mellifera,0.06685110241125614,36.173861942859205,KE,,pseudoAbsence,0
Apis mellifera,-1.91195808727755,37.484937097062065,KE,,pseudoAbsence,0
Apis mellifera,-1.5308242000604504,38.6907900397804,KE,,pseudoAbsence,0
Apis mellifera,-0.4725431578546724,36.65721156886934,KE,,pseudoAbsence,0
Apis mellifera,2.5548248326066503,39.388375408173815,KE,,pseudoAbsence,0
Apis mellifera,-1.6410288215784434,40.601180793841884,KE,,pseudoAbsence,0
Apis mellifera,4.095675332237021,37.240578654998174,KE,,pseudoAbsence,0
Apis mellifera,0.08765618124871111,39.439409612563836,KE,,pseudoAbsence,0
Apis mellifera,-1.2989844499137781,38.53931473424208,KE,,pseudoAbsence,0
Apis mellifera,-0.7463052684606044,40.05164100217853,KE,,pseudoAbsence,0
Apis mellifera,2.54496192934963,40.29410797045562,KE,,pseudoAbsence,0
Apis mellifera,-0.31616282007591234,38.116736704430785,KE,,pseudoAbsence,0
Apis mellifera,2.872659724605888,39.018010433407305,KE,,pseudoAbsence,0
Apis mellifera,-2.6458497234444924,39.07107971637507,KE,,pseudoAbsence,0
Apis mellifera,-2.350430578624107,40.27288952993343,KE,,pseudoAbsence,0
Apis mellifera,4.090846501756327,34.61206222824559,KE,,pseudoAbsence,0
Apis mellifera,3.0281442910011718,36.417583695382945,KE,,pseudoAbsence,0
Apis mellifera,2.7422224667620707,39.25213187809318,KE,,pseudoAbsence,0
Apis mellifera,4.461048823955617,36.02120181534361,KE,,pseudoAbsence,0
Apis mellifera,2.294181891855845,36.99550898952099,KE,,pseudoAbsence,0
Apis mellifera,1.6756850357307993,40.7528557589233,KE,,pseudoAbsence,0
Apis mellifera,3.19596294183279,37.163423230031306,KE,,pseudoAbsence,0
Apis mellifera,0.22725663684666753,35.80275361818273,KE,,pseudoAbsence,0
Apis mellifera,-0.9610372015262838,38.20584609736089,KE,,pseudoAbsence,0
Apis mellifera,1.1652977394107848,38.278836566138835,KE,,pseudoAbsence,0
Apis mellifera,1.2926544067027521,36.66956773582054,KE,,pseudoAbsence,0
Apis mellifera,-2.956133576088903,38.439072952577874,KE,,pseudoAbsence,0
Apis mellifera,-2.2962930577475573,37.06276747475025,KE,,pseudoAbsence,0
Apis mellifera,-1.5943418024224463,40.53625224485567,KE,,pseudoAbsence,0
Apis mellifera,1.3511477820128652,39.79937311531671,KE,,pseudoAbsence,0
Apis mellifera,0.5654266049767322,37.057034722505854,KE,,pseudoAbsence,0
Apis mellifera,2.595929758591722,40.70717400918853,KE,,pseudoAbsence,0
Apis mellifera,4.091482675367506,34.433962434993006,KE,,pseudoAbsence,0
Apis mellifera,-1.9828603097543769,41.009392481223,KE,,pseudoAbsence,0
Apis mellifera,-2.3909641449561523,38.35784594277144,KE,,pseudoAbsence,0
Apis mellifera,3.6697984357973104,41.33596579021915,KE,,pseudoAbsence,0
Apis mellifera,2.4335900454193986,39.75669906318248,KE,,pseudoAbsence,0
Apis mellifera,2.636090667731704,36.71425406237623,KE,,pseudoAbsence,0
Apis mellifera,0.667277137626396,34.49618805825328,KE,,pseudoAbsence,0
Apis mellifera,3.5736119461838607,38.52435041435143,KE,,pseudoAbsence,0
Apis mellifera,4.570124099539702,34.80362838680479,KE,,pseudoAbsence,0
Apis mellifera,0.5470204860120855,35.84973005048155,KE,,pseudoAbsence,0
Apis mellifera,3.7257187142579875,37.31558532476261,KE,,pseudoAbsence,0
Apis mellifera,0.009161849630896945,35.289173402647805,KE,,pseudoAbsence,0
Apis mellifera,0.809913124652633,34.91615105606338,KE,,pseudoAbsence,0
Apis mellifera,-1.5586395712548042,39.636494031542874,KE,,pseudoAbsence,0
Apis mellifera,-0.8440027998514257,34.50082901752129,KE,,pseudoAbsence,0
Apis mellifera,-1.5285301364695902,38.551005993272376,KE,,pseudoAbsence,0
Apis mellifera,-0.5098461470472619,35.130563376291256,KE,,pseudoAbsence,0
Apis mellifera,-2.926768937902917,38.93150681157762,KE,,pseudoAbsence,0
Apis mellifera,3.593917315959838,39.7096264998944,KE,,pseudoAbsence,0
Apis mellifera,3.0684733509710087,34.60734649785108,KE,,pseudoAbsence,0
Apis mellifera,3.4880078898251208,40.7607899751482,KE,,pseudoAbsence,0
Apis mellifera,-2.4732670727755006,39.50678370071752,KE,,pseudoAbsence,0
Apis mellifera,-1.4630143102261721,39.60585417064797,KE,,pseudoAbsence,0
Apis mellifera,3.0721020487037434,37.92354525928781,KE,,pseudoAbsence,0
Apis mellifera,-2.421290709905497,38.56038623842413,KE,,pseudoAbsence,0
Apis mellifera,-2.5120595592437667,37.77903150968475,KE,,pseudoAbsence,0
Apis mellifera,-2.2091176074357946,39.279380485491224,KE,,pseudoAbsence,0
Apis mellifera,3.9793891044175345,35.675537963863604,KE,,pseudoAbsence,0
Apis mellifera,-2.9746649047461,39.377590008795984,KE,,pseudoAbsence,0
Apis mellifera,3.0577698527040447,39.53060641211309,KE,,pseudoAbsence,0
Apis mellifera,-1.0274899439863474,38.864310180039936,KE,,pseudoAbsence,0
Apis mellifera,0.8933868764026434,37.65368897042521,KE,,pseudoAbsence,0
Apis mellifera,0.6802258135267403,39.92030348775932,KE,,pseudoAbsence,0
Apis mellifera,0.16876151804714556,38.775291510421496,KE,,pseudoAbsence,0
Apis mellifera,1.032589344359618,38.07692890453518,KE,,pseudoAbsence,0
Apis mellifera,-2.6652628334728132,38.96626614021601,KE,,pseudoAbsence,0
Apis mellifera,-1.9968949848188733,39.16360581708308,KE,,pseudoAbsence,0
Apis mellifera,3.2069638091503982,39.73747853051456,KE,,pseudoAbsence,0
Apis mellifera,-3.5791374764329005,38.595486590895646,KE,,pseudoAbsence,0
Apis mellifera,1.0465052202401326,38.27945440112103,KE,,pseudoAbsence,0
Apis mellifera,2.553222398689992,35.023441116643205,KE,,pseudoAbsence,0
Apis mellifera,3.160453029543067,35.956780191928274,KE,,pseudoAbsence,0
Apis mellifera,2.1546207471777246,36.64624301605455,KE,,pseudoAbsence,0
Apis mellifera,0.30721990303897506,34.441264789638495,KE,,pseudoAbsence,0
Apis mellifera,-2.6398955453756865,37.63428067904076,KE,,pseudoAbsence,0
Apis mellifera,1.2321674467314931,37.1445223562044,KE,,pseudoAbsence,0
Apis mellifera,1.036167335807324,40.043611717173285,KE,,pseudoAbsence,0
Apis mellifera,-1.280193115828181,37.6671709507782,KE,,pseudoAbsence,0
Apis mellifera,1.5255062319781825,34.94510613573692,KE,,pseudoAbsence,0
Apis mellifera,-2.517776677889674,40.20909647227423,KE,,pseudoAbsence,0
Apis mellifera,-3.351685375056043,39.88336364449641,KE,,pseudoAbsence,0
Apis mellifera,3.0737262658900555,37.94811916480634,KE,,pseudoAbsence,0
Apis mellifera,4.24375531639576,36.815913034233205,KE,,pseudoAbsence,0
Apis mellifera,-0.36473473588533256,40.22942321110222,KE,,pseudoAbsence,0
Apis mellifera,-2.476526372017642,39.85310628099973,KE,,pseudoAbsence,0
Apis mellifera,1.2313259845173015,35.84142780264112,KE,,pseudoAbsence,0
Apis mellifera,-1.0573546412262105,38.434456112177635,KE,,pseudoAbsence,0
Apis mellifera,2.0433559560131282,40.70228819712989,KE,,pseudoAbsence,0
Apis mellifera,1.641279129922654,39.640859714530166,KE,,pseudoAbsence,0
Apis mellifera,0.5807997892954786,35.98864272985603,KE,,pseudoAbsence,0
Apis mellifera,-1.5751537610829631,35.223609541283466,KE,,pseudoAbsence,0
Apis mellifera,-3.452288688039041,38.74118696812666,KE,,pseudoAbsence,0
Apis mellifera,0.6836668815146512,36.08819089066549,KE,,pseudoAbsence,0
Apis mellifera,2.6736089714775,37.96046827516018,KE,,pseudoAbsence,0
Apis mellifera,3.5735070320760753,34.65546769302287,KE,,pseudoAbsence,0
Apis mellifera,-2.3772167828191275,40.157757966710165,KE,,pseudoAbsence,0
Apis mellifera,1.773126698738687,38.57498577015765,KE,,pseudoAbsence,0
Apis mellifera,0.6398424531467581,38.7088838816736,KE,,pseudoAbsence,0
Apis mellifera,2.3682086729175884,36.743829418010755,KE,,pseudoAbsence,0
Apis mellifera,0.5652862403243883,35.27910373719476,KE,,pseudoAbsence,0
Apis mellifera,-0.31084556264955854,34.81404232148702,KE,,pseudoAbsence,0
Apis mellifera,1.949008369390957,35.45183689156008,KE,,pseudoAbsence,0
Apis mellifera,2.278530675742762,40.849803413844725,KE,,pseudoAbsence,0
Apis mellifera,-3.2861658223893193,39.416277687640964,KE,,pseudoAbsence,0
Apis mellifera,0.6752383768159183,36.15029003273368,KE,,pseudoAbsence,0
Apis mellifera,-1.7478666272895618,38.44390384541192,KE,,pseudoAbsence,0
Apis mellifera,1.7513860311240075,35.29133133033779,KE,,pseudoAbsence,0
Apis mellifera,0.6203864639876304,36.09575284634108,KE,,pseudoAbsence,0
Apis mellifera,-2.3882048035519556,40.04310026483419,KE,,pseudoAbsence,0
Apis mellifera,-3.9632663101673407,39.3610641023548,KE,,pseudoAbsence,0
Apis mellifera,2.9240403413479337,40.66589487537097,KE,,pseudoAbsence,0
Apis mellifera,-1.5812599402720107,40.08461473607577,KE,,pseudoAbsence,0
Apis mellifera,-1.6812678388187354,41.05413606711462,KE,,pseudoAbsence,0
Apis mellifera,1.319858178365565,40.113444846840096,KE,,pseudoAbsence,0
Apis mellifera,0.9564789858865339,40.8301827052124,KE,,pseudoAbsence,0
Apis mellifera,-1.4727372533974514,35.10828047443733,KE,,pseudoAbsence,0
Apis mellifera,-1.4919110722148727,40.19700939901767,KE,,pseudoAbsence,0
Apis mellifera,3.461958999448771,36.78911012661488,KE,,pseudoAbsence,0
Apis mellifera,-4.100578300376606,38.56426900157434,KE,,pseudoAbsence,0
Apis mellifera,-0.6230960896532336,36.36077120154837,KE,,pseudoAbsence,0
Apis mellifera,0.1931341379396727,34.280762448441315,KE,,pseudoAbsence,0
Apis mellifera,3.344321051152158,38.46662994241866,KE,,pseudoAbsence,0
Apis mellifera,-1.590206425206087,38.55466833103198,KE,,pseudoAbsence,0
Apis mellifera,0.75550750447373,39.0996432194038,KE,,pseudoAbsence,0
Apis mellifera,1.4892871226072861,35.19569724159739,KE,,pseudoAbsence,0
Apis mellifera,2.903409196429938,36.012185172775574,KE,,pseudoAbsence,0
Apis mellifera,3.7532854408611547,34.35772521523682,KE,,pseudoAbsence,0
Apis mellifera,0.13213627858441068,38.59928970849607,KE,,pseudoAbsence,0
Apis mellifera,-1.7123713083474432,40.01358910299056,KE,,pseudoAbsence,0
Apis mellifera,-0.7173723858364367,39.53081653021686,KE,,pseudoAbsence,0
Apis mellifera,-2.072502257369508,38.327414381492986,KE,,pseudoAbsence,0
Apis mellifera,-2.1788809248411996,39.64548789061497,KE,,pseudoAbsence,0
Apis mellifera,-1.9867389006944056,40.79468804802554,KE,,pseudoAbsence,0
Apis mellifera,-1.6781411584453854,38.29259205619414,KE,,pseudoAbsence,0
Apis mellifera,1.737350419520582,37.619050093457716,KE,,pseudoAbsence,0
Apis mellifera,-0.7344830500966757,39.21656625536626,KE,,pseudoAbsence,0
Apis mellifera,-3.508941527639827,39.50184592253538,KE,,pseudoAbsence,0
Apis mellifera,0.9713681391849089,34.60481209853443,KE,,pseudoAbsence,0
Apis mellifera,2.3515560629635646,38.15131410338549,KE,,pseudoAbsence,0
Apis mellifera,2.617085522299412,39.738596029212985,KE,,pseudoAbsence,0
Apis mellifera,-2.718474785825542,37.93364489480629,KE,,pseudoAbsence,0
Apis mellifera,3.1151237740926545,36.8793536395506,KE,,pseudoAbsence,0
Apis mellifera,4.5182832896381795,35.24701089384297,KE,,pseudoAbsence,0
Apis mellifera,4.259828063245652,34.050754384779275,KE,,pseudoAbsence,0
Apis mellifera,-2.658859151206834,40.02358218199053,KE,,pseudoAbsence,0
Apis mellifera,-2.471155431079117,38.95269606591788,KE,,pseudoAbsence,0
Apis mellifera,-1.7608286272149143,35.80860858535271,KE,,pseudoAbsence,0
Apis mellifera,1.3212123896090242,40.73484896176442,KE,,pseudoAbsence,0
Apis mellifera,-1.6810563940245258,38.08804526908311,KE,,pseudoAbsence,0
Apis mellifera,-1.391471561211247,36.404235508359946,KE,,pseudoAbsence,0
Apis mellifera,-0.5595720619474793,38.08676231767998,KE,,pseudoAbsence,0
Apis mellifera,-0.5607776652507788,36.8332798368816,KE,,pseudoAbsence,0
Apis mellifera,0.11177466030500316,38.425131905817146,KE,,pseudoAbsence,0
Apis mellifera,3.6898084060487575,35.31952022572678,KE,,pseudoAbsence,0
Apis mellifera,2.9965768165881927,38.145879690879866,KE,,pseudoAbsence,0
Apis mellifera,0.3656829926039391,37.071859368295776,KE,,pseudoAbsence,0
Apis mellifera,0.829544827824602,37.77084409914438,KE,,pseudoAbsence,0
Apis mellifera,3.1616592957152223,37.72374706987587,KE,,pseudoAbsence,0
Apis mellifera,-4.63185804834308,39.2309846674613,KE,,pseudoAbsence,0
Apis mellifera,1.5323297624023455,37.30173525988569,KE,,pseudoAbsence,0
Apis mellifera,1.3451352853359158,39.15827946824362,KE,,pseudoAbsence,0
Apis mellifera,1.5968071029313302,37.177610997458565,KE,,pseudoAbsence,0
Apis mellifera,0.3110190960525978,34.92525305476594,KE,,pseudoAbsence,0
Apis mellifera,-1.1606375932717747,38.03574451850716,KE,,pseudoAbsence,0
Apis mellifera,0.513280815975544,34.99873871604799,KE,,pseudoAbsence,0
Apis mellifera,2.6404669060427945,39.18628071797131,KE,,pseudoAbsence,0
Apis mellifera,-3.694477802101109,38.986329583097955,KE,,pseudoAbsence,0
Apis mellifera,-2.724882146552021,38.33151880147952,KE,,pseudoAbsence,0
Apis mellifera,-2.4071222274806536,40.126323185008204,KE,,pseudoAbsence,0
Apis mellifera,1.1104060815841033,35.69026047647867,KE,,pseudoAbsence,0
Apis mellifera,0.5693012253658463,39.09585659126172,KE,,pseudoAbsence,0
Apis mellifera,0.9927771353462234,35.98255465349088,KE,,pseudoAbsence,0
Apis mellifera,-2.2748404454357183,40.6837244951474,KE,,pseudoAbsence,0
Apis mellifera,-0.6006400368912868,39.1042336778095,KE,,pseudoAbsence,0
Apis mellifera,0.6069387901999352,37.819502094691615,KE,,pseudoAbsence,0
Apis mellifera,-4.359637587985739,38.83286539562089,KE,,pseudoAbsence,0
Apis mellifera,4.010634372347501,35.67592678810084,KE,,pseudoAbsence,0
Apis mellifera,-0.9369485354232485,36.06660765437613,KE,,pseudoAbsence,0
Apis mellifera,0.6278313337861174,37.00537982241765,KE,,pseudoAbsence,0
Apis mellifera,0.42817430782901233,35.507244474035566,KE,,pseudoAbsence,0
Apis mellifera,4.300329332309842,35.865348083653714,KE,,pseudoAbsence,0
Apis mellifera,3.664839716537638,37.944647767807474,KE,,pseudoAbsence,0
Apis mellifera,-0.003284326196952847,34.755950010465405,KE,,pseudoAbsence,0
